Name,SMILES,Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds
,CN(C(=O)NC1CCOc2ccccc21)C(c1ccccc1)c1ccccn1,Z447596076,1186474-R-001,A02,373.448,2.419,1,54.460,4
,Cn1cc(C(=O)N2CCC(OC3CCOC3)CC2)c(C2CC2)n1,Z2180753156,1186474-R-001,A03,319.399,-0.570,0,56.590,4
,CC(=O)N(C)C1CCN(C(=O)c2ccccc2-c2ccccc2C(=O)O)CC1,Z2295858832,1186474-R-001,A04,380.437,0.559,1,77.920,4
,COCC1(CNc2cnccc2C#N)CCNCC1,Z2030994006,1186474-R-001,A05,260.335,0.902,2,69.970,5
,CCCCOc1ccc(-c2nnc3n2CCCC3)cc1OC,Z273627850,1186474-R-001,A06,301.383,3.227,0,49.170,6
,Cc1cccc(N2CCN(C(=O)NC3CCN(c4ccccn4)C3)CC2)c1,Z1505964370,1186474-R-001,A07,365.472,3.409,1,51.710,3
,CCC(NC(=O)c1csnc1C)(C(=O)O)c1ccc(Cl)cc1,Z2068101792,1186474-R-001,A08,338.809,3.123,2,79.290,5
,Cc1n[nH]c([C@@H]2CC[C@H](CNC(=O)Cc3ccccc3Cl)O2)n1,Z2396369939,1186474-R-001,A09,334.801,1.609,2,79.900,5
,COc1cccc(OC)c1S(=O)(=O)N[C@H](C(=O)O)C(C)C,Z1738264391,1186474-R-001,A10,317.358,1.297,2,101.930,6
,Cc1ncc(CN2CCN(C(=O)c3cc[nH]c3C(C)C)CC2)s1,Z2070552236,1186474-R-001,A11,332.464,2.339,1,52.230,4
,Cc1ccc(-c2noc(CN3CC=C(c4c[nH]c5ccccc45)CC3)n2)cc1,Z319033142,1186474-R-001,B02,370.447,4.412,1,57.950,4
,Cc1nc2cncc(N3CCN(C(=O)Nc4ccccn4)CC3)n2n1,Z1759822666,1186474-R-001,B03,338.367,0.431,1,91.550,2
,Cn1cncc1C(=O)N1C2CCC1CC(O)(Cc1ccc(F)cc1F)C2,Z2164683736,1186474-R-001,B04,361.386,0.602,1,58.360,3
,Cc1noc(C)c1CC(=O)Nc1ccc(OC(C)C(=O)O)c(F)c1,Z2755519101,1186474-R-001,B05,336.315,0.930,2,101.660,6
,O=C(O)CC1CN(C(=O)CN2C(=O)CCc3ccccc32)CCO1,Z1445443363,1186474-R-001,B06,332.351,0.971,1,87.150,4
,COC(=O)C1CCc2nnc(COc3ccc(C)c(C)c3)n2CC1,Z2768785624,1186474-R-001,B07,329.394,1.815,0,66.240,5
,CCCN(CC(=O)O)S(=O)(=O)c1cc(C)c(F)cc1F,Z1739068037,1186474-R-001,B08,307.314,3.090,1,74.680,5
,Cc1cc2c(N3CC(NS(C)(=O)=O)C3)nccn2n1,Z3063546889,1186474-R-001,B09,281.334,0.698,1,79.600,2
,COC(=O)c1cc(F)cc(C(=O)N[C@@H](CC(C)C)C(=O)O)c1,Z2936917351,1186474-R-001,B10,311.306,2.969,2,92.700,7
,Cc1noc([C@@H]2C[C@@H](O)[C@@H](CNC(=O)c3cc4ccccc4n3C)C2)n1,Z2764029064,1186474-R-001,B11,354.403,1.430,2,93.180,4
,CC(C)(C)c1noc(CN2CC=C(c3c[nH]c4ccccc34)CC2)n1,Z319037772,1186474-R-001,C02,336.431,3.411,1,57.950,4
,Cc1ccc2[nH]c(C3CCCN3C(=O)NCc3cnc(C)s3)nc2c1,Z953958154,1186474-R-001,C03,355.457,2.333,2,73.910,3
,CC(C)c1cc(C(=O)N2CCC([C@@H]3CC[C@H](C(N)=O)O3)CC2)nn1C,Z2766389960,1186474-R-001,C04,348.440,-0.118,1,90.450,4
,CC(c1nc(C(C)(C)C)no1)N1C(=O)C2C3CCC(O3)C2C1=O,Z2941715744,1186474-R-001,C05,319.356,0.422,0,85.530,3
,O=C(O)CC1COCCN1S(=O)(=O)c1cccc(Cl)c1,Z1404668709,1186474-R-001,C06,319.761,1.825,1,83.910,3
,O=C(O)C1CCCN1S(=O)(=O)c1ccc(OC(F)F)c(Cl)c1,Z400251340,1186474-R-001,C07,355.742,2.770,1,83.910,4
,CCCN(CC(=O)O)S(=O)(=O)c1cc(C(F)(F)F)ccc1C,Z1739067782,1186474-R-001,C08,339.331,3.687,1,74.680,6
,Cc1n[nH]c([C@@H]2CC[C@H](CNC(=O)c3ccc(F)cc3Cl)O2)n1,Z2396371544,1186474-R-001,C09,338.765,1.204,2,79.900,4
,CCOC1CC(CO)(NC(=O)c2cc(Cl)ccc2Cl)C1(C)C,Z1769570336,1186474-R-001,C10,346.249,3.579,2,58.560,5
,Cc1noc([C@@H]2C[C@@H](O)[C@@H](CNC(=O)C3Cc4ccccc4C3)C2)n1,Z2764036822,1186474-R-001,C11,341.404,0.577,2,88.250,4
,O=C(O)CCC1CCCN(C(=O)Cc2c[nH]c3ncccc23)C1,Z1870105404,1186474-R-001,D02,315.367,0.913,2,86.290,5
,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NCc1cccnc1C,Z2193842526,1186474-R-001,D03,359.486,3.468,1,62.300,4
,COC(=O)C1CCn2c(COCc3ccccc3)nnc2C1,Z2768784290,1186474-R-001,D04,301.340,-0.073,0,66.240,6
,COC(=O)C1CCn2c(CSc3ccc(C)cc3)nnc2C1,Z2768784389,1186474-R-001,D05,317.406,1.397,0,57.010,5
,CC(C)(CNC(=O)N1CCN(S(C)(=O)=O)CC1)c1cccs1,Z1206610932,1186474-R-001,D06,345.481,1.969,1,69.720,3
,CC1CCn2ncc(C(=O)Nc3ccc(OC(C)C(=O)O)c(F)c3)c2C1,Z2755518042,1186474-R-001,D07,361.368,2.091,2,93.450,5
,Cc1cc(NC(=O)CC2C=CCC2)ccc1C(=O)O,Z877702198,1186474-R-001,D08,259.300,3.004,2,66.400,4
,Cn1cc(C(=O)N2CCCC(c3cc(C(F)(F)F)[nH]n3)C2)ccc1=O,Z1269694555,1186474-R-001,D09,354.327,0.634,1,69.300,3
,CCn1nc(C)cc1C(=O)Nc1ccc(OCC(N)=O)cc1,Z995895774,1186474-R-001,D10,302.328,0.420,2,99.240,6
,COc1ccc(C(=O)NC[C@H]2C[C@H](c3nc(C)no3)C[C@H]2O)cc1F,Z2764026081,1186474-R-001,D11,349.357,0.635,2,97.480,5
,Cc1cc(N2CCCC(N3CCN(C(=O)C4C5CCCCC54)CC3)C2=O)n(C)n1,Z1629493659,1186474-R-001,E02,399.530,2.548,0,61.680,3
,CCn1cc([C@H]2OCCC[C@@H]2NC(=O)N2C[C@H](C)O[C@H](C)C2)cn1,Z2703302236,1186474-R-001,E03,336.429,1.665,1,68.620,3
,COC(=O)C1CCc2nnc(-c3cnn(C)c3)n2C1,Z2768784076,1186474-R-001,E04,261.280,-0.485,0,74.830,3
,Cc1cscc1C(=O)NC1CCC(NC(=O)c2cscc2C)CC1,Z1510349682,1186474-R-001,E05,362.509,2.424,2,58.200,4
,CC(C(=O)N1CCCCC1C(=O)O)N1CCN(c2ccc(F)cc2)CC1,Z1692968397,1186474-R-001,E06,363.426,1.337,1,64.090,4
,COc1ccccc1CC1CCN(C(=O)c2cccc(C(=O)O)c2)CC1,Z1537402992,1186474-R-001,E07,353.412,3.664,1,66.840,5
,Cc1nn(C)c(C)c1-c1cc(C(=O)N2CCc3c(F)ccc(F)c3C2)[nH]n1,Z1369088242,1186474-R-001,E08,371.384,2.297,1,66.810,2
,CCC(C(=O)O)N1CCN(C2CCOC2)CC1,Z2605276298,1186474-R-001,E09,242.315,-0.391,1,53.010,4
,Cc1nc2ccc(C(=O)Nc3cccc(-c4nnc[nH]4)c3)cc2s1,Z1870009011,1186474-R-001,E10,335.383,2.761,2,83.560,3
,O=C(Nc1cnn(CCN2CCOCC2)c1)c1ccc(Cn2ccnc2)cc1,Z1102713466,1186474-R-001,E11,380.444,0.591,1,77.210,7
,CC(C)(CN)NC(=O)COc1ccc(Cl)c2cccnc12,Z2464248697,1186474-R-001,F02,307.775,2.296,2,77.240,5
,Cc1noc(CNC(=O)N2CCC(c3cccc4ccccc34)CC2)n1,Z1055992712,1186474-R-001,F03,350.414,2.672,1,71.260,3
,O=C(O)C(c1ccsc1)N1CCC(n2ccc(C(F)(F)F)n2)CC1,Z2483069233,1186474-R-001,F04,359.367,0.245,1,58.360,5
,COC(=O)C1CCn2c(COc3cc(C)ccc3C(C)C)nnc2C1,Z2768784443,1186474-R-001,F05,343.420,1.984,0,66.240,6
,COC(=O)C1CCc2nnc(-c3cccnc3)n2C1,Z2734074449,1186474-R-001,F06,258.276,-0.094,0,69.900,3
,COC(=O)C1CCc2nnc(COCc3ccccc3)n2CC1,Z2768785446,1186474-R-001,F07,315.367,0.336,0,66.240,6
,Cn1nccc1C1CCN(Cc2cc(C(=O)O)ccc2Cl)CC1,Z2482960086,1186474-R-001,F08,333.813,0.746,1,58.360,4
,Cc1ccc(C(=O)N2CCC(Cc3nc4ccccc4[nH]3)CC2)cn1,Z2227078283,1186474-R-001,F09,334.415,2.328,1,61.880,3
,Cc1cccc(C(=O)Nc2cccc(-c3nnc[nH]3)c2)c1C,Z1203348515,1186474-R-001,F10,292.335,2.566,2,70.670,3
,O=C1CCN(C(=O)CNC(=O)c2cccc(F)c2)CCN1,Z911139454,1186474-R-001,F11,293.294,0.334,2,78.510,3
,CO[C@@H]1C[C@@H](COc2cccnc2)N(C(=O)c2cnn3c2CCCC3)C1,Z2055473218,1186474-R-001,G02,356.419,1.334,0,69.480,5
,CCC(CNC(=O)c1c[nH]c(C)n1)(C(=O)O)c1ccccc1,Z2755434441,1186474-R-001,G03,301.340,2.242,3,95.080,6
,COc1cccc(C(C(=O)O)N2CCC(c3ccon3)CC2)c1,Z2790700660,1186474-R-001,G04,316.352,-0.304,1,75.800,5
,CCCOc1ccc(-c2nnc3n2CCC(C(=O)OC)C3)cc1OC,Z2768784393,1186474-R-001,G05,345.393,1.707,0,75.470,7
,COC(=O)C1CCc2nnc(CSc3ccccc3OC)n2CC1,Z2768785396,1186474-R-001,G06,347.432,0.860,0,66.240,6
,COc1ccccc1S(=O)(=O)N(CC(=O)O)CC1CC1,Z445158738,1186474-R-001,G07,299.343,1.909,1,83.910,6
,Cc1nn(C)c(C)c1C(=O)NC(C(=O)O)c1ccc2c(c1)CCO2,Z2296019283,1186474-R-001,G08,329.350,0.708,2,93.450,4
,O=C(c1ccc2c(c1)[nH]c(=O)n2C1CC1)N1CCS(=O)(=O)C2CCCC21,Z2641292543,1186474-R-001,G09,375.442,1.117,1,86.790,2
,Cc1noc([C@@H]2C[C@@H](O)[C@@H](CNC(=O)Cc3ccc(F)cc3)C2)n1,Z2764024196,1186474-R-001,G10,333.357,0.466,2,88.250,5
,Cn1ccnc1-c1sc(NC(=O)C2CCN(c3ncccn3)CC2)nc1-c1ccccc1,Z442930636,1186474-R-001,G11,445.540,2.076,1,88.830,5
,CC(C(=O)O)N(C)S(=O)(=O)c1ccc2c(c1)CCC2,Z993893910,1186474-R-001,H02,283.343,2.569,1,74.680,3
,CC(Oc1ccc(NC(=O)c2cnn(C(C)(C)C)c2)cc1F)C(=O)O,Z2755518756,1186474-R-001,H03,349.357,1.966,2,93.450,6
,COc1cc(N2CCN(C(C(=O)O)c3ccc(F)cc3)CC2)ccc1F,Z2483103755,1186474-R-001,H04,362.371,2.192,1,53.010,5
,COC(=O)C1CCn2c(COc3ccccc3OC)nnc2C1,Z2768784458,1186474-R-001,H05,317.340,0.197,0,75.470,6
,CC1Cc2cc(-c3ccc(CNC(=O)C(C)(O)C4CC4)cc3)ccc2O1,Z2091348477,1186474-R-001,H06,351.439,4.120,2,58.560,5
,CCc1cnc(N2CCN(C(=O)c3cc[nH]c3C(C)C)CC2)s1,Z2071711169,1186474-R-001,H07,332.464,3.169,1,52.230,4
,COc1cc(NS(=O)(=O)c2c(C)noc2C)c(C(=O)O)cc1OC,Z45545159,1186474-R-001,H08,356.351,2.218,2,127.960,5
,Cc1cc(F)ccc1S(=O)(=O)N1CCOCC1C(=O)O,Z1263731114,1186474-R-001,H09,303.307,1.613,1,83.910,2
,CCc1noc(C)c1C(=O)N1CCOCC1c1noc(-c2cnn(C)c2)n1,Z1630094700,1186474-R-001,H10,372.379,-0.021,0,112.310,4
,CCOC(=O)c1cc(NC(=O)c2ccccc2-c2nc(C(C)(C)C)no2)cc(C(=O)OCC)c1,Z1033145328,1186474-R-001,H11,465.498,4.891,1,120.620,10
,Cc1noc(C)c1C(=O)NC(C)c1ccc(OCC(=O)O)cc1,Z2296011238,1186474-R-002,A02,318.325,0.989,2,101.660,6
,CN1C(=O)C[C@@H](CNc2cccc(C#N)n2)[C@@H]1c1ccccc1,Z1958548049,1186474-R-002,A03,306.362,2.094,1,69.020,4
,C[C@H]1OCCN(C(=O)c2[nH]nc3c2CCCC3)[C@@H]1c1nc(C2CC2)no1,Z2061182244,1186474-R-002,A04,357.407,1.197,1,97.140,3
,CCCNC(=O)C1CCN(c2cncc(OCC3CCCC3)n2)CC1,Z1724260858,1186474-R-002,A05,346.467,2.961,1,67.350,7
,CCOc1cc(-c2ccccc2)sc1C(=O)Nc1ccccn1,Z574549822,1186474-R-002,A06,324.397,4.380,1,51.220,5
,COCc1cccc(NC(=O)c2cnn(-c3ccc(C(F)(F)F)cn3)c2C(C)C)c1,Z383414168,1186474-R-002,A07,418.412,3.230,1,69.040,7
,CCn1c(CNC2CCN(C(=O)C3CC3)CC2C)nc2ccccc21,Z1269286728,1186474-R-002,A08,340.463,1.239,1,50.160,5
,O=C(c1cnns1)N1CCCC(c2cc(C(F)(F)F)[nH]n2)C1,Z1269692037,1186474-R-002,A09,331.317,0.684,1,74.770,3
,Cc1cc(C)n(-c2ccc(C(F)(F)F)cc2NC(=O)C2CCOC2)n1,Z875504162,1186474-R-002,A10,353.339,3.217,1,56.150,4
,Cc1sc(NC(=O)C2CC2)c(C(=O)N2CCC(C(N)=O)C2)c1C,Z846858008,1186474-R-002,A11,335.421,0.718,2,92.500,4
,Cc1ccc(-c2ccc(C(=O)NC3CCOCC3)nc2)cc1C(F)(F)F,Z2618265824,1186474-R-002,B02,364.362,3.388,1,51.220,4
,O=C(N[C@H]1C[C@@H](O)[C@@H]1n1cccn1)c1cncnc1C1CC1,Z2397095794,1186474-R-002,B03,299.328,0.339,2,92.930,4
,COc1cc(NC(=O)C2CC2c2sccc2C)ccc1NC(N)=O,Z1486875006,1186474-R-002,B04,345.416,2.251,3,93.450,5
,Cn1nccc1[C@H]1[C@H](CNc2nccn3cnnc23)CCCN1C1CC1,Z2053970546,1186474-R-002,B05,352.437,1.787,1,76.170,5
,CC(C)c1c(C(=O)NCCNC(=O)c2ccc(Cl)cc2)cnn1-c1ccc(C(F)(F)F)cn1,Z383185450,1186474-R-002,B06,479.883,3.599,2,88.910,8
,CC(C)c1noc(CCC(=O)N2CCN(C3CCCC3O)CC2)n1,Z1143003990,1186474-R-002,B07,336.429,0.262,1,82.700,5
,CCCc1cc(C(=O)N2CCN(c3ccncc3)CC2)[nH]n1,Z375205318,1186474-R-002,B08,299.371,1.880,1,65.120,4
,Cc1cc(C(=O)Nc2sc3c(c2C#N)CCCCCC3)c2c(C)noc2n1,Z738925212,1186474-R-002,B09,380.463,4.200,1,91.810,2
,O=C1CN(C(=O)NCc2ccnc(OCc3ccccc3)c2)CCN1,Z752313840,1186474-R-002,B10,340.376,1.817,2,83.560,5
,Cc1ccc(NC(=O)C2CC2)cc1NCc1c(C)noc1C,Z739492182,1186474-R-002,B11,299.368,1.608,2,67.160,5
,O=C(NCc1cccc(-n2ccnc2)c1)N1CC2C3C=CC(O3)C2C1,Z2291525814,1186474-R-002,C02,336.388,1.352,1,59.390,3
,CCN1C(=O)CC[C@H](C(=O)NCCc2ccc[nH]2)[C@H]1c1nccn1C,Z2402675890,1186474-R-002,C03,343.423,-0.323,2,83.020,6
,O=C(CC1CCCC1)NC1CCN(c2cncc(OCC3CCCC3)n2)CC1,Z1900505796,1186474-R-002,C04,386.531,3.994,1,67.350,7
,CCn1ccnc(NC[C@@H]2CCCN(C3CC3)[C@H]2c2ccnn2C)c1=O,Z2053973853,1186474-R-002,C05,356.465,1.201,1,65.760,6
,Cc1noc2ncc(-c3nnc(C4CC4)o3)cc12,Z1165364323,1186474-R-002,C06,242.233,0.319,0,77.840,2
,Cc1nc(C2CCCN(C(=O)c3ccc(S(C)=O)cc3)C2)no1,Z1080276742,1186474-R-002,C07,333.405,-0.412,0,76.300,3
,NC(=O)c1cc(C2CCCN(CC(=O)NCC3CCCO3)C2)n[nH]1,Z1269660827,1186474-R-002,C08,335.401,0.429,3,113.340,6
,CNc1snc(C)c1C(=O)NC1CCN(Cc2ccc(F)c(F)c2)CC1,Z757548410,1186474-R-002,C09,380.455,2.751,2,57.260,5
,Cn1nc(C(=O)Nc2sc3c(c2C#N)CCCCC3)ccc1=O,Z28337681,1186474-R-002,C10,328.389,1.153,1,85.560,2
,Cc1noc(C2CCN(C(=O)c3c(-c4c(F)cccc4Cl)noc3C)CC2)n1,Z730734772,1186474-R-002,C11,404.823,2.074,0,85.260,2
,COc1cc(C(=O)N2CCCC2c2ccc(N)nn2)ccc1C,Z2385613562,1186474-R-002,D02,312.366,1.537,1,81.340,3
,O=C(c1cc[nH]c1C1CC1)N1CCCC(CO)(c2ccccc2)C1,Z2076969307,1186474-R-002,D03,324.417,1.847,2,56.330,4
,CN(CCCC(=O)O)Cc1ccccc1N1CCCC1,Z1218103219,1186474-R-002,D04,276.374,0.236,1,43.780,7
,CCn1c(C)cc(C(=O)N[C@@H]2CCC(=O)N(C)[C@H]2c2ccnn2C)c1C,Z2062070514,1186474-R-002,D05,357.450,0.986,1,72.160,4
,CCOCC(O)CN1CCN(C(=O)c2ccc(O)nc2)CC1,Z1143014807,1186474-R-002,D06,309.361,0.353,2,86.130,6
,Cc1nc(C2CCCN(C(=O)c3cc(Cl)c[nH]3)C2)sc1C,Z1266938891,1186474-R-002,D07,323.841,2.478,1,48.990,2
,Cn1nnc2cc(C(=O)N3CCN(C4CCCC4O)CC3)ccc21,Z1143002871,1186474-R-002,D08,329.397,0.696,1,74.490,2
,Cc1cc(NC(=O)C2CCN(C(=O)c3c(C)oc(C)c3C)CC2)no1,Z254470724,1186474-R-002,D09,345.393,1.314,1,88.580,3
,O=C(NCCCO)c1cc2c(s1)CCCCC2,Z71437236,1186474-R-002,D10,253.360,2.591,2,49.330,4
,Cc1cccc(NC(=O)NCCc2ccc(O)cc2)c1,Z728882686,1186474-R-002,D11,270.326,3.030,3,61.360,4
,O=C(Cn1nnnc1-c1ccccn1)N1CCOCC1C1CC1,Z2095445809,1186474-R-002,E02,314.342,1.156,0,86.030,4
,O=C(c1cc[nH]c1C1CC1)N1CCNC(c2cccc(F)c2)C1,Z2076861335,1186474-R-002,E03,313.369,2.416,2,48.130,3
,CN1CCC[C@@H](CNC(=O)c2cc[nH]c2C2CC2)[C@@H]1c1ccnn1C,Z2062260130,1186474-R-002,E04,341.451,0.376,2,65.950,5
,CN1CCC[C@@H](CNc2cc(N3CCCC3)ncn2)[C@@H]1c1ccnn1C,Z2053955106,1186474-R-002,E05,355.480,1.869,1,62.110,5
,Cc1[nH]nc2ncc(C(=O)N3CCN(CC(C)(C)O)CC3)cc12,Z1143009729,1186474-R-002,E06,317.386,0.757,2,85.350,3
,COc1ccc(OCCC(=O)N2CCN(C3CCCC3O)CC2)cc1,Z1143003625,1186474-R-002,E07,348.437,2.397,1,62.240,6
,Cc1nnc(SC(C)c2cccc(NC(=O)c3ccccc3)c2)s1,Z652461858,1186474-R-002,E08,355.477,3.114,1,54.880,5
,CN(C)c1c(Cl)cccc1NC(=O)COc1ccc(Cl)c2cccnc12,Z737043036,1186474-R-002,E09,390.263,4.883,1,54.460,5
,O=C(Cc1cccc(C(F)(F)F)c1)Nc1nc(C(F)(F)F)cs1,Z381146344,1186474-R-002,E10,354.271,3.825,1,41.990,5
,COc1ccc(NC(=O)NCCc2ccc(O)cc2)cc1,Z728882692,1186474-R-002,E11,286.326,2.634,3,70.590,5
,O=C(c1c[nH]nc1[N+](=O)[O-])N1CCC(c2nc(-c3ccncc3)no2)(C(F)(F)F)C1,Z2608765966,1186474-R-002,F02,423.306,0.200,1,143.940,5
,Cc1[nH]ccc1C(=O)NC1CCCN(Cc2c(F)cccc2F)C1,Z1348190257,1186474-R-002,F03,333.376,2.886,2,48.130,4
,Cc1nc(C(=O)NC[C@@H]2CCCN(C)[C@H]2c2ccnn2C)c(=O)[nH]c1C,Z2062243546,1186474-R-002,F04,358.438,-0.060,2,91.620,4
,CS(=O)(=O)Nc1cccc2c1CCN(C(=O)Nc1ccc3cc[nH]c3c1)C2,Z1919516153,1186474-R-002,F05,384.452,1.309,3,94.300,2
,Cc1nc(CN2CCC(N3CCN(C)C3=O)CC2)nc2ccccc12,Z1139414874,1186474-R-002,F06,339.435,0.955,0,52.570,3
,CCc1nc(C2CCCN2c2nn3cc(C)nc3s2)no1,Z985970820,1186474-R-002,F07,304.371,1.335,0,72.350,3
,NS(=O)(=O)NCc1cccnc1OC1CCCC1,Z401513708,1186474-R-002,F08,271.336,1.269,2,94.310,4
,CCc1n[nH]c(C2CN(C(=O)Cc3c(C)noc3C)CCO2)n1,Z1268773846,1186474-R-002,F09,319.359,-0.405,1,97.140,4
,CCc1n[nH]c(C2CN(C(=O)Cc3ccc4c(c3)CCC4)CCO2)n1,Z1268772776,1186474-R-002,F10,340.419,2.191,1,71.110,4
,COc1cccc(NC(=O)NCCc2ccc(O)cc2)c1,Z802857872,1186474-R-002,F11,286.326,2.634,3,70.590,5
,CCn1ccnc(N2CCCC(O)(Cc3nc(C)no3)C2)c1=O,Z2383108189,1186474-R-002,G02,319.359,-0.884,1,95.060,4
,Cc1cc(N2CCC(NC(=O)c3cc[nH]c3C)C2=O)n(C)n1,Z1348636907,1186474-R-002,G03,301.344,0.072,2,83.020,3
,CCC(C(=O)O)N(C)Cc1ccccc1N1CCOCC1,Z1838186809,1186474-R-002,G04,292.373,0.141,1,53.010,6
,CC(c1nc(-c2cccs2)no1)N1CCn2c(nnc2C2CC2)C1,Z1142752667,1186474-R-002,G05,342.419,1.187,0,72.870,4
,Cc1cc(NC(=O)c2cnn(-c3ccc(C(F)(F)F)cn3)c2C(C)C)ccc1Oc1cccnc1,Z817139044,1186474-R-002,G06,481.470,4.465,1,81.930,7
,Cc1cn2nc(N3CCCC3c3noc(C(C)C)n3)sc2n1,Z985971382,1186474-R-002,G07,318.397,1.734,0,72.350,3
,CC(C)c1cc(C(=O)N2CCCC(c3cc(C(N)=O)[nH]n3)C2)on1,Z1269651644,1186474-R-002,G08,331.370,0.540,2,118.110,4
,CSc1sc(NC(=O)Cc2cccc(C(F)(F)F)c2)nc1C,Z954315776,1186474-R-002,G09,346.391,4.070,1,41.990,5
,Cc1cc(C)n(-c2ccc(NC(=O)c3c(O)cc(F)cc3F)cc2F)n1,Z910627458,1186474-R-002,G10,361.318,4.518,2,67.150,3
,CN1CCN(c2cc(CNC(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)ccn2)CC1,Z508079334,1186474-R-002,G11,462.511,3.618,1,54.950,5
,Cn1ccnc1[C@@H]1[C@@H](C(=O)NCCc2ccc[nH]2)CCC(=O)N1C1CC1,Z2402675895,1186474-R-002,H02,355.434,-0.358,2,83.020,6
,CCc1c(C(=O)N2CCC(C)(C(=O)O)C2)cnn1C(C)(C)C,Z1445588275,1186474-R-002,H03,307.388,1.576,1,75.430,4
,N#Cc1ccc(CC(=O)N2C[C@@H](C(N)=O)[C@H](C(F)(F)F)C2)cc1,Z2054678456,1186474-R-002,H04,325.286,0.454,1,87.190,4
,COc1ccccc1Cc1nnc(-c2cnc3onc(-c4ccccc4)c3c2)o1,Z1165365116,1186474-R-002,H05,384.387,3.421,0,87.070,5
,CCOCC(O)CN1CCN(C(=O)c2ccc(N(C)C)nc2)CC1,Z1143014512,1186474-R-002,H06,336.429,0.700,1,69.140,7
,CCCc1n[nH]c(C2CN(C(=O)c3cc(Cl)c[nH]3)CCO2)n1,Z1268778590,1186474-R-002,H07,323.778,1.062,2,86.900,4
,CN(Cc1ccccc1N1CCCC1)S(N)(=O)=O,Z300448060,1186474-R-002,H08,269.363,1.240,1,66.640,3
,O=C(c1ccc(Cl)cc1)c1c(NC(=O)C2CCOC2)sc2c1CCC2,Z875481508,1186474-R-002,H09,375.869,4.605,1,55.400,4
,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NCc1ccc(CO)c(F)c1,Z827251620,1186474-R-002,H10,392.784,2.901,2,75.360,4
,CCCOc1ccc(C(F)(F)F)cc1NC(=O)Cc1ccccc1C,Z51878072,1186474-R-002,H11,351.363,4.997,1,38.330,7
,Cc1cn(C)nc1C(=O)N[C@@H]1CCCC[C@@H]1Cc1n[nH]c(=O)n1C,Z2766658566,1186474-R-003,A02,332.401,0.707,2,91.620,4
,Cc1cc(S(=O)(=O)N2C[C@@H](C(=O)NC3CC3)[C@H](c3cn(C)cn3)C2)cs1,Z2785927413,1186474-R-003,A03,394.512,0.881,1,84.300,4
,CCNc1ncnc2cc(C(=O)NCc3cnc(C)s3)ccc12,Z2624060651,1186474-R-003,A04,327.404,2.640,2,79.800,5
,CN1C(=O)CC[C@H](C(=O)NCCc2ccc[nH]2)[C@H]1c1nccn1C,Z2402675883,1186474-R-003,A05,329.397,-0.852,2,83.020,5
,CC(C)Oc1ccc(CCNC(=O)C(O)C(C)(C)O)cc1,Z2690303262,1186474-R-003,A06,295.374,1.638,3,78.790,7
,Cn1cc([C@H]2OCCC[C@@H]2NC(=O)Nc2ccc(-c3ncn(C)n3)cc2)cn1,Z1756097342,1186474-R-003,A07,381.432,0.580,2,98.890,4
,CNc1cnc(-c2noc(C3(C(F)(F)F)CCN(c4ccccn4)C3)n2)cn1,Z2608163519,1186474-R-003,A08,391.350,1.799,1,92.860,5
,Cc1noc(C)c1CN(C)C(=O)Nc1cc(C2CCC2)nn1C,Z1434089325,1186474-R-003,A09,317.386,0.946,1,76.190,4
,CCOc1ccc(CC(=O)N2CCc3ccccc3C2C(=O)O)cc1,Z852307836,1186474-R-003,A10,339.385,3.334,1,66.840,5
,Cc1c(C(=O)NCC2CCCO2)nnn1-c1cccc2c1CCN(Cc1ccccc1)C2,Z1165360516,1186474-R-003,A11,431.530,3.396,1,72.280,6
,Cc1cc(S(=O)(=O)N2C[C@@H](C(=O)NC3CC3)[C@H](c3cn(C)cn3)C2)c(C)o1,Z2785927451,1186474-R-003,B02,392.473,0.605,1,97.440,4
,Cc1noc([C@]23CCC[C@H]2CN(C(=O)Cn2nc(C)n(C)c2=O)C3)n1,Z2763283149,1186474-R-003,B03,346.384,-0.263,0,95.140,3
,CCC(C(=O)O)N1CCC(Oc2ccccc2Cl)C1,Z2295232212,1186474-R-003,B04,283.751,1.972,1,49.770,5
,O=C(O)C1CCN(C(=O)NCc2ccc(Oc3ccccc3)nc2)C1,Z2353313692,1186474-R-003,B05,341.361,1.838,2,91.760,5
,O=C(NCCc1ccccn1)C1CCCN1c1ncccn1,Z1323881032,1186474-R-003,B06,297.355,0.299,1,71.010,5
,Cc1ccc(CNC(=O)CN2CCCC(O)(Cc3nncn3C)C2)cc1,Z2385261401,1186474-R-003,B07,357.450,0.461,2,83.280,6
,CC(C)(C)OC(=O)c1cc(NC(=O)COCC2CCCO2)ccn1,Z2732436485,1186474-R-003,B08,336.383,1.806,1,86.750,8
,Cl.NC1CCC(C(F)(F)F)N(C(=O)Cc2ccccc2C(F)(F)F)C1,Z2057202829,1186474-R-003,B09,354.291,2.859,1,46.330,4
,Cn1cc(C(NC(=O)N2CCC(n3cn[nH]c3=O)CC2)C(F)(F)F)cn1,Z2058850539,1186474-R-003,B10,373.334,-0.264,2,94.860,4
