Name,SMILES,Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds
,Cc1ccc(OCC(O)CN2CCN(Cc3cnn(C)c3)CC2)cc1,Z1139742469,1186474-R-090,C03,344.451,2.221,1,53.760,7
,CC(C)c1nnc2n1CCN(Cc1cn3ccccc3c1C#N)C2,Z1139687530,1186474-R-090,C04,320.392,1.935,0,62.150,3
,CC(C)(C)C(O)CN1CCN(C(=O)CCc2ccco2)CC1,Z1139282980,1186474-R-090,C05,308.416,2.082,1,56.920,6
,CCC(O)CN1CCN(C(=O)Cc2cc(Cl)ccc2OC)CC1,Z1142995873,1186474-R-090,C06,340.845,2.841,1,53.010,6
,Cc1nccn1C1CCCN(C(=O)CC(C2CC2)C2CC2)C1,Z1139336919,1186474-R-090,C07,301.426,1.962,0,38.130,5
,Cc1[nH]c2ccc(C(=O)NCCN3CCOCC3)cc2c1C,Z32409182,1186474-R-090,C08,301.383,2.386,2,57.360,4
,CS(=O)(=O)c1ccc(C(=O)N2CCCC2Cn2cccn2)cc1,Z1139318998,1186474-R-090,C09,333.405,0.248,0,72.270,4
,CC(C)(C)c1nnc(CN2CCC(C3CCCCCN3C(=O)c3ccccc3)CC2)o1,Z1165351961,1186474-R-090,C10,424.579,2.772,0,62.470,5
,Cc1c(C(=O)N2CCOCC2)nnn1-c1cccc2c1CCN(Cc1ccc(F)cc1)C2,Z1165361316,1186474-R-090,C11,435.494,3.076,0,63.490,4
,Cc1cc(NC(=O)CN2CCn3c(nnc3C(C)C)C2)on1,Z1139438443,1186474-R-090,D02,304.348,0.154,1,89.080,4
,COc1cc(NC(=O)NCCc2ccc(F)cc2)ccc1N1CCCC1=O,Z299676248,1186474-R-090,D03,371.405,3.404,2,70.670,6
,COc1cc(NC(=O)NCCc2cccnc2)ccc1N1CCCC1=O,Z412687328,1186474-R-090,D04,354.403,1.764,2,83.560,6
,CCOc1ccnc(N2CCN(C(=O)c3ccc(Cl)o3)CC2)n1,Z1139280960,1186474-R-090,D05,336.773,2.491,0,71.700,4
,CCCCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2C,Z240252234,1186474-R-090,D06,286.372,2.769,1,59.810,5
,CC(O)CN1CCN(C(=O)c2cc(F)c(F)cc2Cl)CC1,Z1139358559,1186474-R-090,D07,318.747,2.108,1,43.780,3
,CCOc1ccnc(N2CCN(C(=O)C3CCC(=O)N3)CC2)n1,Z1139280685,1186474-R-090,D08,319.359,0.617,1,87.660,4
,Cc1cc(C(=O)N2CCC(Nc3cccnn3)CC2)no1,Z1139264886,1186474-R-090,D09,287.317,-0.382,1,84.150,3
,COc1ccnc(N2CCN(C(=O)CN3C(=O)CN(C)C3=O)CC2)n1,Z845594136,1186474-R-090,D10,348.357,0.386,0,99.180,4
,COc1ccc(-c2cnc(CN3CC(n4nc(C)cc4C)C3)o2)cc1,Z1142781434,1186474-R-090,D11,338.404,2.420,0,56.320,5
,CC(O)CN1CCN(C(=O)c2cc(Cl)ccc2Cl)CC1,Z1139358453,1186474-R-090,E02,317.211,2.595,1,43.780,3
,COc1cc(NC(=O)NCCc2cccc(F)c2)ccc1N1CCCC1=O,Z412686310,1186474-R-090,E03,371.405,3.404,2,70.670,6
,Cc1nc2n(n1)CC(NCc1nc(-c3ccccc3)cs1)CC2,Z1078970142,1186474-R-090,E04,325.431,2.236,1,55.630,4
,Cc1c(C(=O)NC2CCC(C)CC2)nnn1-c1cccc2c1CCN(C(C)C)C2,Z1165361907,1186474-R-090,E05,395.541,4.375,1,63.050,4
,Cc1cnn(CCNCCCc2nc(-c3ccccc3)no2)c1,Z1139452605,1186474-R-090,E06,311.382,1.893,1,68.770,8
,Cc1cc(C)n(C2CN(Cc3cc(F)cc4cccnc34)C2)n1,Z1142779970,1186474-R-090,E07,310.369,2.717,0,33.950,3
,CCOCC(O)CN1CCN(C(=O)Cc2noc3ccccc23)CC1,Z1143016185,1186474-R-090,E08,347.409,0.921,1,79.040,7
,Cc1noc(C)c1C(=O)N1CCC(Nc2cccnn2)CC1,Z1139265060,1186474-R-090,E09,301.344,-0.113,1,84.150,3
,Cc1[nH]c2ccccc2c1C(=O)N1CCC(N2CCNC2=O)CC1,Z774267874,1186474-R-090,E10,326.393,0.388,2,68.440,2
,Cl.c1ccc(NCc2ccncc2)cc1,Z1263875689,1186474-R-090,E11,184.237,1.592,1,24.920,3
,Cc1cc(C(=O)N2CCC(N(C)c3cccnn3)CC2)on1,Z1139266535,1186474-R-090,F02,301.344,-0.350,0,75.360,3
,Cc1nccn1C1CCCN(C(=O)Cc2cn3ccccc3n2)C1,Z1139336220,1186474-R-090,F03,323.392,1.045,0,55.430,3
,CC(C)(O)CN1CCN(C(=O)CCOc2ccccc2Cl)CC1,Z1143007463,1186474-R-090,F04,340.845,2.966,1,53.010,6
,CCC(O)CN1CCN(C(=O)Cc2ccccc2Cl)CC1,Z1143000153,1186474-R-090,F05,310.819,2.782,1,43.780,5
,Cc1cnn(CCNCc2nc(-c3ccc4c(c3)OCO4)no2)c1,Z1139454278,1186474-R-090,F06,327.338,1.626,1,87.230,6
,CC(O)CN1CCN(C(=O)CCOc2ccccc2Cl)CC1,Z1139360319,1186474-R-090,F07,326.818,2.567,1,53.010,6
,CC(CNC(=O)COc1ccc2c(c1)CCC(=O)N2)N1CCc2ccccc2C1,Z346723614,1186474-R-090,F08,393.479,2.918,2,70.670,6
,O=C(c1cscn1)N1CCC(Nc2cccnn2)CC1,Z1139266155,1186474-R-090,F09,289.356,-0.420,1,71.010,3
,Cc1nc2ccccc2nc1CN1CCC(N2CCNC2=O)CC1,Z645164888,1186474-R-090,F10,325.408,0.449,1,61.360,3
,Cc1ccc(CNC(=O)C23CCC(=O)N2c2ccccc2C(=O)N3C(C)C)s1,Z509199496,1186474-R-090,F11,397.491,3.337,1,69.720,4
,Cc1c(C(=O)NCC(F)(F)F)nnn1-c1cccc2c1CCN(C1CCOCC1)C2,Z1170372089,1186474-R-090,G02,423.432,1.322,1,72.280,5
,Cc1c(C(=O)NCc2ccccc2)nnn1-c1cccc2c1CCN(CC1CC1)C2,Z1170370169,1186474-R-090,G03,401.504,3.928,1,63.050,6
,Cc1c(C(=O)NCC(F)(F)F)nnn1-c1cccc2c1CCN(CC1CC1)C2,Z1170372094,1186474-R-090,G04,393.406,2.753,1,63.050,6
,Cc1nc2n(n1)CC(NCc1cc(-c3ccccc3)no1)CC2,Z1139750564,1186474-R-090,G05,309.366,1.410,1,68.770,4
,Cc1cnn(CCNCc2nc(-c3cccc(Cl)c3)no2)c1,Z1139452434,1186474-R-090,G06,317.773,2.286,1,68.770,6
,COc1cc(-c2nnc(C3(c4cccc(Cl)c4)CCOCC3)o2)ccc1OC(C)C,Z1166111962,1186474-R-090,G07,428.909,3.577,0,66.610,6
,CC(O)CN1CCN(C(=O)c2cc(Cl)ccc2OC(C)C)CC1,Z1139360962,1186474-R-090,G08,340.845,2.880,1,53.010,5
,CCOc1ccc2c(c1)CN(C(=O)c1cccc(NS(C)(=O)=O)c1)CC2,Z932126720,1186474-R-090,G09,374.454,2.694,1,75.710,4
,Fc1ccc(-c2nnc(C3(c4cccc(Cl)c4)CCOCC3)o2)cc1,Z1166112059,1186474-R-090,G10,358.794,3.127,0,48.150,3
,COC(=O)c1cc(NS(=O)(=O)c2cc(F)ccc2F)ccc1Cl,Z300629858,1186474-R-090,G11,361.748,3.616,1,72.470,4
,Cc1c(C(=O)N2CCOCC2)nnn1-c1cccc2c1CCN(Cc1ccccc1)C2,Z1165361323,1186474-R-090,H02,417.503,2.933,0,63.490,4
,Cc1ccccc1CN1CCN(C(=O)C2CNC(=O)N2)CC1,Z1162618357,1186474-R-090,H03,302.371,2.623,2,64.680,3
,CNS(=O)(=O)c1cccc(CNC(=O)C2CCC(=O)N2)c1,Z396673308,1186474-R-090,H04,311.357,-1.028,3,104.370,4
,CC(C)(C)C(O)CN1CCN(C(=O)CCc2cccs2)CC1,Z1139282866,1186474-R-090,H05,324.481,2.552,1,43.780,6
,O=C(Nc1ccncc1)C1COCC(=O)N1Cc1ccccc1,Z1162619684,1186474-R-090,H06,311.335,2.057,1,71.530,4
,CC(O)CN1CCN(C(=O)CCS(=O)(=O)C2CCCC2)CC1,Z1139360610,1186474-R-090,H07,332.459,0.512,1,77.920,6
,CCN(Cc1cccc(F)c1)C(=O)c1cccc(S(=O)(=O)N2CCCCC2)c1,Z73453224,1186474-R-090,H08,404.498,3.990,0,57.690,5
,NC(=O)c1cccc(OCC(=O)N2CCCCC2Cn2cccn2)c1,Z1139314252,1186474-R-090,H09,342.392,1.288,1,90.450,6
,CCNC(=O)c1cccc(N2CCCC2=O)c1,Z94613345,1186474-R-090,H10,232.278,1.350,1,49.410,3
,CS(=O)(=O)Nc1cccc2c1CCN(C(=O)Nc1ccc3c(c1)CCC3)C2,Z763201884,1186474-R-090,H11,385.480,2.332,2,78.510,2
,CC(C)NC(=O)C(c1ccccc1)N1CCC(N2CCNC2=O)CC1,Z651205862,1186474-R-091,A02,344.451,0.814,2,64.680,5
,O=C(c1ccc(=O)[nH]n1)N1CCN(Cc2cccnc2)CC1,Z256867518,1186474-R-091,A03,299.328,-1.694,1,77.900,3
,CNC(=O)c1ccc(C(=O)N2CCCC(n3cc(C)cn3)C2)cn1,Z1139348854,1186474-R-091,A04,327.381,0.360,1,80.120,3
,Cc1cc(NC(=O)C2COCC(=O)N2Cc2ccccc2)n(C)n1,Z1162488035,1186474-R-091,A05,328.366,1.517,1,76.460,4
,COc1ccc(CN2CCN(Cc3nccn3C)C(C)C2)cc1F,Z1139274416,1186474-R-091,A06,332.416,2.538,0,33.530,5
,CC(C(=O)Nc1ccc(Cl)cn1)N1CCc2cncnc2C1,Z1139230010,1186474-R-091,A07,317.773,1.181,1,71.010,3
,CCOc1ccnc(N2CCN(C(=O)c3cc(Cl)c[nH]3)CC2)n1,Z1139280889,1186474-R-091,A08,335.789,2.354,1,74.350,4
,Cc1cc(C(=O)N2CCCN(Cc3cscn3)CC2)[nH]n1,Z1069957766,1186474-R-091,A09,305.399,0.473,1,65.120,3
,CCOc1ccnc(N2CCN(C(=O)CCNC(N)=O)CC2)n1,Z1139408732,1186474-R-091,A10,322.363,0.446,2,113.680,6
,CCc1nnc2n1CC(NC(=O)c1cnc(-c3ccccc3)nc1)CC2,Z985628602,1186474-R-091,A11,348.402,1.328,1,85.590,4
,Cc1cc(NC(=O)CN2CCN(Cc3nccn3C)CC2)no1,Z990472356,1186474-R-091,B02,318.374,0.473,1,79.430,5
,Cn1ccnc1CN1CCN(Cc2ccc(C#N)cc2F)CC1,Z1139744117,1186474-R-091,B03,313.373,1.593,0,48.090,4
,COC1CCN(C(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)CC1,Z821000654,1186474-R-091,B04,319.280,-0.524,2,70.670,3
,Cc1nnc2n1CCN(CC(=O)Nc1cc(C(C)C)no1)C2,Z1139435033,1186474-R-091,B05,304.348,0.038,1,89.080,4
,Cn1cnc2c1CCN(CCCOc1ccc(S(C)(=O)=O)cc1)C2,Z1139739531,1186474-R-091,B06,349.448,0.759,0,64.430,6
,Cc1cc(C)n(CC(=O)N2CCC(N3CCNC3=O)CC2)n1,Z739009304,1186474-R-091,B07,305.375,-1.063,1,70.470,3
,Cc1ccccc1C1C(C(=O)O)CCC(=O)N1CCc1cccnc1,Z1136435942,1186474-R-091,B08,338.400,2.156,1,70.500,5
,O=C(c1cnc2ccccn2c1=O)N1CCCCC1Cn1cccn1,Z1139313688,1186474-R-091,B09,337.376,0.424,0,70.800,3
,CCN1CCN(C2CCN(CC(=O)NC3CCOCC3)CC2)C1=O,Z1139415886,1186474-R-091,B10,338.445,-0.946,1,65.120,5
,Cn1cc(CN2CCN(CC(O)COc3ccc(F)cc3)CC2)cn1,Z1139742658,1186474-R-091,B11,348.415,1.925,1,53.760,7
,Cc1ccccc1CN1CCN(Cc2nccn2C)CC1,Z162256054,1186474-R-091,C02,284.399,2.466,0,24.300,4
,COc1ccncc1NC(=O)C1COCC(=O)N1Cc1ccccc1,Z1162531676,1186474-R-091,C03,341.361,1.906,1,80.760,5
,Cc1ccc(C(=O)NC2CCc3nnc(C)n3C2)cc1S(C)(=O)=O,Z985617802,1186474-R-091,C04,348.420,-0.258,1,93.950,3
,Cc1nnc2n1CCN(Cc1cn3ccccc3c1C#N)C2,Z1139685062,1186474-R-091,C05,292.338,1.007,0,62.150,2
,Cn1ccnc1CN1CCN(Cc2ccc(F)c3cccnc23)CC1,Z1139744207,1186474-R-091,C06,339.410,2.110,0,37.190,4
,COCCN1CCC(CNC(=O)Cc2c[nH]c3cc(F)ccc23)CC1,Z1048271912,1186474-R-091,C07,347.427,1.851,2,57.360,7
,CCOc1ccnc(N2CCN(C(=O)[C@H]3CCC(=O)N3)CC2)n1,Z1139281396,1186474-R-091,C08,319.359,0.617,1,87.660,4
,CC(C)c1nnc2n1CCN(CCC(=O)Nc1sccc1C#N)C2,Z1139437663,1186474-R-091,C09,344.435,0.481,1,86.840,5
,COc1ccnc(N2CCN(C(=O)c3ccnc(N(C)C)c3)CC2)n1,Z757371160,1186474-R-091,C10,342.396,1.612,0,74.690,4
,COc1cc(C)nc(N2CCN(C(=O)CNS(C)(=O)=O)CC2)n1,Z1139280568,1186474-R-091,C11,343.402,0.772,1,104.730,4
,Cc1csc(N2CCN(Cc3nccn3C)CC2)n1,Z990485834,1186474-R-091,D02,277.388,1.161,0,37.190,3
,CCn1ccnc1CN1CCN(Cc2cn3ccccc3c2C#N)CC1,Z1139605129,1186474-R-091,D03,348.445,2.696,0,52.500,5
,Cc1cnn(C2CCCN(C(=O)c3ccc(CN(C)C)cc3)C2)c1,Z1139348770,1186474-R-091,D04,326.436,1.513,0,41.370,4
,COc1ccnc(N2CCN(C(=O)c3ccnc(C)n3)CC2)n1,Z757372232,1186474-R-091,D05,314.342,0.440,0,84.340,3
,CCN1CCC(NC(=O)CN2CCn3c(C)nnc3C2)CC1,Z1139685460,1186474-R-091,D06,306.407,-1.211,1,66.290,4
,CC1CN(Cc2ccc(C#N)cc2F)CCN1Cc1nccn1C,Z1139274631,1186474-R-091,D07,327.399,2.112,0,48.090,4
,O=C(c1cc2ccccc2c(=O)[nH]1)N1CCCC(n2cccn2)C1,Z1023973788,1186474-R-091,D08,322.361,0.572,1,67.230,2
,CCOc1ccnc(N2CCN(C(=O)CCCn3cncn3)CC2)n1,Z1139407941,1186474-R-091,D09,345.400,0.827,0,89.270,7
,CCOc1ccnc(N2CCN(C(=O)Cn3cncn3)CC2)n1,Z1139281069,1186474-R-091,D10,317.346,0.668,0,89.270,5
,Cc1c(C(=O)N2CCCC2Cn2cccn2)oc2ccc(F)cc12,Z1139319286,1186474-R-091,D11,327.353,2.729,0,51.270,3
,O=C(NC1CC1)C(c1ccccc1)N1CCC(N2CCNC2=O)CC1,Z651188328,1186474-R-091,E02,342.435,0.560,2,64.680,5
,O=C(O)C1CCCN(C(=O)c2c(F)cccc2F)C1,Z85893890,1186474-R-091,E03,269.244,1.566,1,57.610,2
,Cc1nnc2n1CCN(C(=O)C(C)Oc1ccccc1C#N)C2,Z1139297612,1186474-R-091,E04,311.338,-0.006,0,84.040,3
,Cc1cc(NC(=O)CN2CCn3c(C)nnc3C2)on1,Z1139434986,1186474-R-091,E05,276.294,-0.890,1,89.080,3
,CCOc1ccnc(N2CCN(C(=O)c3cccnc3OC)CC2)n1,Z1139281038,1186474-R-091,E06,343.380,2.199,0,80.680,5
,CCOc1ccnc(N2CCN(C(=O)c3cccnc3O)CC2)n1,Z1139281026,1186474-R-091,E07,329.354,1.794,1,91.680,4
,CC(=O)N1CCC(C(=O)NCc2ccc(N3CCOCC3)nc2)CC1,Z226219026,1186474-R-091,E08,346.424,-1.884,1,74.770,4
,Cn1c(C(=O)N2CCN(Cc3nc(N)c4ccccc4n3)CC2)cc2ccccc21,Z741029428,1186474-R-091,E09,400.476,2.612,1,80.280,3
,CCc1nnc2n1CCN(C(=O)C(C)Oc1ccccc1C#N)C2,Z1139300372,1186474-R-091,E10,325.365,0.523,0,84.040,4
,Cc1cccc2nc(C(=O)N3CCC(Nc4cccnn4)CC3)cn12,Z1139265124,1186474-R-091,E11,336.391,0.959,1,75.420,3
,Cc1cc(C)n(CC2CCN(CC(O)COc3ccccc3)CC2)n1,Z1139487698,1186474-R-091,F02,343.463,2.498,1,50.520,7
,Cc1cc(C(=O)N2CCC(N3CCNC3=O)CC2)c2ccccc2n1,Z729675976,1186474-R-091,F03,338.404,0.273,1,65.540,2
,Cc1cnn(C2CCCN(C(=O)c3ccc(S(C)(=O)=O)cc3)C2)c1,Z1139347185,1186474-R-091,F04,347.432,0.457,0,72.270,3
,CCc1nnc2n1CCN(Cc1nc(-c3ccco3)oc1C)C2,Z1139437521,1186474-R-091,F05,313.354,0.768,0,73.120,4
,CC1CN(Cc2ccc3c(c2)OCCO3)CCN1Cc1nccn1C,Z1139274959,1186474-R-091,F06,342.435,2.460,0,42.760,4
,Cc1cccc(-c2nc(CNC3CCc4ncnn4C3)no2)c1,Z1139672523,1186474-R-091,F07,310.354,1.014,1,81.660,4
,CC(=O)c1cc(C(=O)N2CCN(Cc3nc(N)c4ccccc4n3)CC2)n(C)c1,Z356687008,1186474-R-091,F08,392.454,0.838,1,97.350,4
,CN(CC(N)=O)CC(=O)NCC1(N2CCOCC2)CCCCC1,Z644244172,1186474-R-091,F09,326.434,0.934,2,87.900,7
,COc1ccnc(N2CCN(C(=O)C(C)n3cncn3)CC2)n1,Z757370358,1186474-R-091,F10,317.346,0.448,0,89.270,4
,Cn1c(CN2CCN(c3ccc4nncn4n3)CC2)nnc1C1CC1,Z1139269125,1186474-R-091,F11,339.398,-0.896,0,80.270,4
,COCCN1CCC(CNC(=O)Cc2c[nH]c3cc(C)ccc23)CC1,Z1048272186,1186474-R-091,G02,343.463,2.039,2,57.360,7
,Cc1nn(CC(=O)N2CCC(N3CCNC3=O)CC2)c(C)c1Cl,Z751301806,1186474-R-091,G03,339.820,-0.257,1,70.470,3
,CCn1ccnc1CN1CCN(Cc2ccc(F)cc2)CC1,Z1139273525,1186474-R-091,G04,302.390,2.689,0,24.300,5
,CCc1nnc2n1CCN(CC(=O)Nc1sccc1C#N)C2,Z1139436325,1186474-R-091,G05,316.381,0.003,1,86.840,4
,CNC(=O)C1CCCCN1C(=O)c1n[nH]c(=O)c2ccccc12,Z367277928,1186474-R-091,G06,314.339,-0.699,2,90.870,2
,CCOc1cc(C)nc(N2CCN(C(=O)c3cc(C)no3)CC2)n1,Z1139281584,1186474-R-091,G07,331.370,1.791,0,84.590,4
,CCOc1cc(C)nc(N2CCN(C(=O)C3CCC(=O)N3)CC2)n1,Z1139281415,1186474-R-091,G08,333.386,1.116,1,87.660,4
,Cc1nnc2n1CCN(CC(=O)NC1CCN(C3CC3)CC1)C2,Z1139435083,1186474-R-091,G09,318.417,-1.300,1,66.290,4
,CCc1sc(C(=O)N2CCCN(Cc3cscn3)CC2)cc1C,Z1069964628,1186474-R-091,G10,349.514,2.491,0,36.440,4
,Cc1ccc(N2CCCN(C(=O)C(C)c3c(C)noc3C)CC2)nn1,Z1139263963,1186474-R-091,G11,343.423,0.439,0,75.360,3
,COCCN1CCC(CNC(=O)Cc2c[nH]c3ccccc23)CC1,Z1048255628,1186474-R-091,H02,329.437,1.540,2,57.360,7
,NC(=O)C1(CNC(=O)CCOCc2ccccc2)CCOCC1,Z765426542,1186474-R-091,H03,320.383,0.133,2,90.650,8
,CCc1nnc2n1CCN(CCC(=O)Nc1sccc1C#N)C2,Z1139436153,1186474-R-091,H04,330.408,0.082,1,86.840,5
,CCc1nnc2n1CCN(C(=O)Cn1c(=O)cnc3ccccc31)C2,Z1139299704,1186474-R-091,H05,338.364,-0.389,0,83.690,3
,CCn1cc(CN2CCCN(C(=O)CCc3cscn3)CC2)cn1,Z1139288043,1186474-R-091,H06,347.478,0.277,0,54.260,6
,CCOc1ccnc(N2CCN(C(=O)c3snnc3CC)CC2)n1,Z1139280891,1186474-R-091,H07,348.423,1.506,0,84.340,5
,Cn1cc(C2CCCN2C(=O)Cc2cccc3ccccc23)cn1,Z1102957231,1186474-R-091,H08,319.400,2.537,0,38.130,3
,COc1cc(C)nc(N2CCN(C(=O)Cn3cnnn3)CC2)n1,Z1139280283,1186474-R-091,H09,318.334,1.094,0,102.160,4
,Cc1ccc(C2C(C(=O)O)CC(=O)N2CCc2cccnc2)s1,Z1136435993,1186474-R-091,H10,330.401,2.197,1,70.500,5
,CCOc1cc(C)nc(N2CCN(C(=O)c3nccnc3N)CC2)n1,Z1139410018,1186474-R-091,H11,343.384,0.971,1,110.360,4
,Cc1cnccc1C(=O)NCC(C)(O)C(=O)O,Z2028466204,1186474-R-092,A02,238.240,-0.558,3,99.520,4
,O=C(NCc1ccnc(-n2cncn2)c1)N[C@@H]1CCCc2ccccc21,Z3124434040,1186474-R-092,A03,348.402,1.491,2,84.730,4
,COc1cccn2ncc(C(=O)NC3CC(N)C34CCC4)c12,Z3138319385,1186474-R-092,A04,300.356,1.637,2,81.650,3
,CC1CN(S(=O)(=O)c2ccc(C#N)cc2Cl)CCC1C(=O)O,Z1795999441,1186474-R-092,A05,342.798,1.378,1,98.470,2
,CCCC1CCCCN1Cc1oc(-c2ccccc2)nc1C(=O)O,Z2483034682,1186474-R-092,A06,328.405,2.307,1,66.570,6
,Cc1ccccc1S(=O)(=O)N1C[C@@H](N)[C@H](c2cn(C)cn2)C1,Z3278075033,1186474-R-092,A07,320.410,0.491,1,81.220,2
,Cc1nccc(NC(=O)NCc2nc(C(C)(C)C)co2)n1,Z2950568420,1186474-R-092,A08,289.333,1.501,2,92.940,4
,COc1ccccc1OCC(=O)N[C@@H]1Cc2ccccc2[C@H]1N,Z2931993206,1186474-R-092,A09,312.363,1.952,2,73.580,5
,Cc1nnc(N2CCCC(c3nncn3C)C2)c(C#N)c1C,Z397750090,1186474-R-092,A10,297.358,-0.142,0,83.520,2
,CN(C[C@@H]1C[C@H](F)CN1Cc1nccn1C)C(=O)CS(C)(=O)=O,Z1943235040,1186474-R-092,A11,346.421,-0.568,0,75.510,6
,CCC(CO)N1CCN(C(=O)CCc2c[nH]c3ccc(C)cc23)CC1,Z1529570338,1186474-R-092,B02,343.463,2.597,2,59.570,6
,CC(C)(C)c1coc(CNC(=O)NC2CCc3cc(O)ccc3C2)n1,Z2973241696,1186474-R-092,B03,343.420,2.369,3,87.390,4
,Cc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)n(C)n1,Z1579199899,1186474-R-092,B04,313.397,0.997,1,63.050,4
,COc1ccc(CCNC(=O)N2CCNC(=O)CC2)c(Cl)c1,Z1425390298,1186474-R-092,B05,325.791,1.889,2,70.670,4
,Cc1ccc(F)c(CN2C[C@@H](c3cncn3C)[C@H](CNC(=O)C3(C)CC3)C2)c1,Z3062019988,1186474-R-092,B06,384.490,2.220,1,50.160,6
,COCCC1CCN(C(=O)N[C@@H]2Cc3ccccc3[C@H]2N)CC1,Z3046635559,1186474-R-092,B07,317.426,1.972,2,67.590,4
,CNC(=O)CN1CCN(C(=O)c2sc(-c3cnn(C)c3)nc2C)CC1,Z1213477508,1186474-R-092,B08,362.450,0.120,1,83.360,4
,CC(C)OC1CCC(NC(=O)N2C[C@@H]3CC[C@]3(N)C2)CC1,Z3045343394,1186474-R-092,B09,295.420,1.556,2,67.590,3
,CCC(O)CN1CCN(C(=O)Cc2ccc(OC)cc2OC)CC1,Z1142996524,1186474-R-092,B10,336.426,2.077,1,62.240,7
,COc1cccc(NS(=O)(=O)c2cc(C(=O)O)oc2C)c1O,Z1618166162,1186474-R-092,B11,327.310,1.661,3,126.070,4
,COc1cc(C(C)NC(=O)c2cscn2)ccc1S(C)(=O)=O,Z3091950401,1186474-R-092,C02,340.418,0.877,1,85.360,5
,CN1C[C@@H](NC(=O)c2cc3c([nH]2)CCOC3)[C@H](c2cncn2C)C1,Z2763713840,1186474-R-092,C03,329.397,-0.870,2,75.180,3
,COc1ccccc1Cn1cnc2cc(C(=O)N3CCC4(COC4)C3)ccc21,Z2647655826,1186474-R-092,C04,377.436,1.758,0,56.590,4
,CCCOc1ccc(-c2nnc3n2CCCC3)cc1OC,Z273627856,1186474-R-092,C05,287.357,2.698,0,49.170,5
,CC(C)(N)C(=O)N1CCCC(c2cc(N3CCNCC3)[nH]n2)C1,Z2607453206,1186474-R-092,C06,320.433,-0.256,3,90.280,3
,Cn1nc(C(F)(F)F)cc1CNC(=O)[C@@]12CCCC[C@@H]1NCC2,Z3135460374,1186474-R-092,C07,330.349,1.520,2,58.950,4
,CC(=O)NC[C@@H]1CN(Cc2ccc(F)cc2Cl)C[C@H]1c1cncn1C,Z3062003911,1186474-R-092,C08,364.845,0.857,1,50.160,5
,CCC(C)Oc1cccc(NC(=O)N2CCC3(CC2)NC(=O)N(C)C3=O)c1,Z1554535558,1186474-R-092,C09,374.434,0.892,2,90.980,4
,CC(=O)NCCNC(=O)N(C)C(C)c1ccc(S(N)(=O)=O)cc1,Z447435190,1186474-R-092,C10,342.414,-0.963,3,121.600,6
,Cc1nc2n(n1)CC(NCc1noc(-c3ccccc3)n1)CC2,Z1139750303,1186474-R-092,C11,310.354,0.784,1,81.660,4
,O=C(NC1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,Z757507694,1186474-R-092,D02,365.350,3.633,2,63.250,5
,Cn1ncc(Cl)c1C(=O)N1CCCCC1,Z275179946,1186474-R-092,D03,227.691,0.929,0,38.130,1
,O=c1cc(CN2CCOC(c3ccnc(N4CCCC4)n3)C2)[nH]c2ccnn12,Z1939753357,1186474-R-092,D04,381.432,-0.909,1,88.410,4
,Cc1c(Cl)cccc1C(=O)N1CCC(C(=O)O)(C(F)(F)F)C1,Z1898640504,1186474-R-092,D05,335.706,2.449,1,57.610,3
,CC(=O)Nc1c[nH]nc1C1CCCN(c2ncnc3ccsc23)C1,Z1626132822,1186474-R-092,D06,342.419,1.245,2,86.800,3
,CN1CCN(C(=O)NC[C@@]23CNC[C@]2(C(F)(F)F)C3)CC1(C)C,Z3047219573,1186474-R-092,D07,334.380,1.821,2,47.610,3
,CC1(CNC(=O)[C@]23CNC[C@H]2CCOC3)CCNCC1,Z3104202142,1186474-R-092,D08,281.394,0.486,3,62.390,3
,CCCS(=O)(=O)N1CCC(c2nc(C)c(C(=O)O)[nH]2)CC1,Z3215927377,1186474-R-092,D09,315.389,0.791,2,103.360,4
,CC(O)CN1CCN(C(=O)CCOc2cccc(Cl)c2)CC1,Z1139360394,1186474-R-092,D10,326.818,2.797,1,53.010,6
,Cc1cc(N2CCC(O)(CN(C)C)C2)nc(-c2ccncc2)n1,Z2973993664,1186474-R-092,D11,313.397,0.956,1,65.380,4
,COCCN1C(=O)C[C@H](C(=O)NCc2ccc(C)nc2)[C@H]1c1nccn1C,Z3062012772,1186474-R-092,E02,371.434,0.320,1,89.350,7
,COC(C)(C)c1nc(-c2nn(-c3ccccc3)c(N)c2C)no1,Z3027224028,1186474-R-092,E03,313.354,1.606,1,91.990,4
,O=c1cc(CN2CCCC(c3nnc4ccccn34)C2)[nH]c2ccnn12,Z1241281546,1186474-R-092,E04,349.390,-0.257,1,80.350,3
,O=C(Nc1ccc(Cc2ccncc2)cc1)C1CCN(Cc2ccccc2)CC1,Z815763188,1186474-R-092,E05,385.501,3.577,1,45.230,6
,CC(C)c1cncc(NC(=O)[C@]23CNC[C@H]2CCOC3)c1,Z3137169683,1186474-R-092,E06,289.373,2.001,2,63.250,3
,CCc1cc(=O)[nH]c(-c2cccc(NC(=O)CNC)c2)n1,Z2448501887,1186474-R-092,E07,286.329,0.484,3,82.590,5
